2017-09-01_16:35:23('Task started, migrate_statement=', "SELECT page_title, platform FROM [Karma].[dbo].[KnownPages] where page_title like LOWER('bug%') and platform != 'xWiki'", 'title_like=', 'None')
2017-09-01_16:59:01(('SUCCESS: Page', '"Bug 96749 - Source VM is being deleted using Entire VM restore to another location and new datacenter" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1133/1380')
2017-09-01_16:59:10(('SUCCESS: Page', '"Bug 51078 - Backup server connects to a wrong IP address of Virtual Lab appliance (to vNIC IP)" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1134/1380')
2017-09-01_16:59:11(('SUCCESS: Page', '"Bug 67083 - Other OS FLR on HV fails :There is no default device in Svc.VeeamHvIntegration.log" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1135/1380')
2017-09-01_16:59:12(('SUCCESS: Page', '"Bug 109383 - NEA deployment to a Cluster fails if some hosts are in the maintenance mode" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1136/1380')
2017-09-01_16:59:13(('SUCCESS: Page', '"Bug 100649 - Compact was enabled later than calculated compact time. Skipping compact full." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1137/1380')
2017-09-01_16:59:14(('SUCCESS: Page', '"Bug 42784 - Virtual Lab appliance hangs if static IP mapping is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1138/1380')
2017-09-01_16:59:14(('SUCCESS: Page', '"Bug 54924 - VESQL restore: SQL metadata for database xxxxx not found in restore point" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1139/1380')
2017-09-01_16:59:15(('SUCCESS: Page', '"Bug 68126 - GFS tape job does not copy files to monthly media set if it is scheduled for last day of month" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1140/1380')
2017-09-01_16:59:16(('SUCCESS: Page', '"Bug 76670 - vCloud instant recovery fails with error "Value cannot be null. Parameter name: key"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1141/1380')
2017-09-01_16:59:16(('SUCCESS: Page', '"Bug 104462 - Last 24 hours report might have jobs exceed 24-hour period" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1142/1380')
2017-09-01_16:59:17(('SUCCESS: Page', '"Bug 40868 - Without multipathing configured correctly, tape jobs may fail with "Failed to continue tape backup session on the next tape medium"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1143/1380')
2017-09-01_16:59:18(('SUCCESS: Page', '"Bug 110338 - Backup job fails with error "Root element is missing" or similar when opening empty summary.xml file" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1144/1380')
2017-09-01_16:59:23(('SUCCESS: Page', '"Bug 86179 - Jobs going to SOBR may fail with "() is not implemented"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1145/1380')
2017-09-01_16:59:23(('SUCCESS: Page', '"Bug 40028 - Virtual RDM Independent are not skipped" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1146/1380')
2017-09-01_16:59:24(('SUCCESS: Page', '"Bug 87320 - Cloud Replicas with non-default replica metadata repository are not listed in cloud/replicas list" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1147/1380')
2017-09-01_16:59:25(('SUCCESS: Page', '"Bug 108217 - config restore with bco from v9 fails in v9.5" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1148/1380')
2017-09-01_16:59:28(('SUCCESS: Page', '"Bug 44825 - Incorrect calculation of disk signatures during failback" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1149/1380')
2017-09-01_16:59:31(('SUCCESS: Page', '"Bug 99427 - UI: Not all selected VMs can be added in failover plan" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1150/1380')
2017-09-01_16:59:33(('SUCCESS: Page', '"Bug 93759 - Cloud replica fails with "Digests finalization has failed. Timeout reached."" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1151/1380')
2017-09-01_16:59:33(('SUCCESS: Page', '"Bug 62309 - Recovery procedures from storage snapshots could fail if there multiple iSCSI initiators on ESXi host" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1152/1380')
2017-09-01_16:59:34(('SUCCESS: Page', '"Bug 74086 - Replication job wastes time trying to get non-existent storage profiles" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1153/1380')
2017-09-01_16:59:35(('SUCCESS: Page', '"Bug 49677 - Cloud backup copy job hangs under certain conditions" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1154/1380')
2017-09-01_16:59:36(('SUCCESS: Page', '"Bug 85345 - If a vCloud VM is powered off, the resulting replica will be detached from network" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1155/1380')
2017-09-01_16:59:36(('SUCCESS: Page', '"Bug 42649 - Backup for Storage Snapshots returns a warning "Resource response was not set"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1156/1380')
2017-09-01_16:59:37(('SUCCESS: Page', '"Bug 95780 - Wrong key format" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1157/1380')
2017-09-01_16:59:38(('SUCCESS: Page', '"Bug 108259 - Tape service crash" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1158/1380')
2017-09-01_16:59:38(('SUCCESS: Page', '"Bug 92394 - "Unable to read data in compressed block" during FLR when backup files are on different extents" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1159/1380')
2017-09-01_16:59:39(('SUCCESS: Page', '"Bug 94771 - Adding CIFS repo throws pop-up error "Failed to determine if windows dedup is enabled for.."" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1160/1380')
2017-09-01_16:59:40(('SUCCESS: Page', '"Bug 102749 - Cloud service is started too early after installing update 2 making cloud infrastructure not functioning" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1161/1380')
2017-09-01_16:59:40(('SUCCESS: Page', '"Bug 78858 - GFS tape job successfully transfer data after retry, but the jobs is marked as failed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1162/1380')
2017-09-01_16:59:41(('SUCCESS: Page', '"Bug 85574 - Rebuild scopes in Enterprise manager fails if only one VM is chosen in \'Selected virtual machines\'" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1163/1380')
2017-09-01_16:59:42(('SUCCESS: Page', '"Bug 43941 - If enumeration in File2Tape Job failed for some folder, files in this folder will not be written to tape without any warnings in Session and GUI" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1164/1380')
2017-09-01_16:59:47(('SUCCESS: Page', '"Bug 94919 - Agent shows Failed to enable oversize Notification; The filename, directory name, or volume label syntax is incorrect" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1165/1380')
2017-09-01_16:59:48(('SUCCESS: Page', '"Bug 92766 - When datastores are added through //, BoSS doesn\'t work" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1166/1380')
2017-09-01_16:59:49(('SUCCESS: Page', '"Bug 79528 - If target Oracle Windows OS has ever been recovered from recovery point, Oracle restore may fail with "Failed to find database on Oracle server" error" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1167/1380')
2017-09-01_16:59:49(('SUCCESS: Page', '"Bug 106197 - Ping test is skipped when there is an interface with no default gateway specified" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1168/1380')
2017-09-01_16:59:50(('SUCCESS: Page', '"Bug 91976 - Veeam.Backup.Validator doesn\'t work with .vbm file" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1169/1380')
2017-09-01_16:59:51(('SUCCESS: Page', '"Bug 67840 - Windows FLR fails with "Invalid URI: Hostname could not be parsed"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1170/1380')
2017-09-01_16:59:51(('SUCCESS: Page', '"Bug 76456 - Backup job skips weekly scheduled compact operation" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1171/1380')
2017-09-01_16:59:52(('SUCCESS: Page', '"Bug 40600 - On the second and next "copy" or "save as" tasks VEX saves the attachment, which was saved first" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1172/1380')
2017-09-01_16:59:53(('SUCCESS: Page', '"Bug 42536 - Jobs fail with "Cannot proceed with the job: existing backup meta file is not synchronized with the DB" if .vbm modification date was changed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1173/1380')
2017-09-01_16:59:54(('SUCCESS: Page', '"Bug 72567 - Wrong job session status after the failure of rpc function even if the task retry was succesful" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1174/1380')
2017-09-01_16:59:55(('SUCCESS: Page', '"Bug 69516 - Get-VBRConfigurationBackupJob shows invalid Next Run time" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1175/1380')
2017-09-01_16:59:56(('SUCCESS: Page', '"Bug 22915 - If the backup files were imported from the network drive or shared folder it is not possible to remove its credentials later." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1176/1380')
2017-09-01_16:59:56(('SUCCESS: Page', '"Bug 98260 - Failed File Copy job does not send the e-mail report" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1177/1380')
2017-09-01_16:59:57(('SUCCESS: Page', '"Bug 68276 - Sharepoint explorer fails to display sites correctly created with Copy-SPSite" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1178/1380')
2017-09-01_16:59:57(('SUCCESS: Page', '"Bugs fixed by v7 R2a" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1179/1380')
2017-09-01_16:59:58(('SUCCESS: Page', '"Bugs fixed by 7.0.0.833" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1180/1380')
2017-09-01_16:59:59(('SUCCESS: Page', '"Bug 44794 - File is available for restore from tape even if one of tapes holding its part is erased or overwritten" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1181/1380')
2017-09-01_17:00:00(('SUCCESS: Page', '"Bug 88584 - VEAD restore fails when one of DC\'s has been removed from production infrastructure" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1182/1380')
2017-09-01_17:00:00(('SUCCESS: Page', '"Bug 98859 - In case if mount server running on Windows Server 2016, there are issues with parsing disks mapped to folder instead of disk letter" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1183/1380')
2017-09-01_17:00:01(('SUCCESS: Page', '"Bug 100178 - No VMs displayed in Storage Snapshots" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1184/1380')
2017-09-01_17:00:02(('SUCCESS: Page', '"Bug 96429 - EM doesn\'t preserve Oracle Database restore option" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1185/1380')
2017-09-01_17:00:02(('SUCCESS: Page', '"Bug 51908 - During 1-Click-restore you get an error "Remote object\'s stub was not found"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1186/1380')
2017-09-01_17:00:03(('SUCCESS: Page', '"Bug 97533 - Backup browser sorts tree view and right panel in a different manner" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1187/1380')
2017-09-01_17:00:04(('SUCCESS: Page', '"Bug 93792 - Merge or backup fails saying VBK File does not exist" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1188/1380')
2017-09-01_17:00:05(('SUCCESS: Page', '"Bug 44926 - Veeam is showing GFS all the time in the real time statistic" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1189/1380')
2017-09-01_17:00:06(('SUCCESS: Page', '"Bug 104380 - Failed to convert SSH private key Incorrect options" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1190/1380')
2017-09-01_17:00:07(('SUCCESS: Page', '"Bug 75201 - Backup Copy slower after upgrade to v9 - caching is not used by the target agent" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1191/1380')
2017-09-01_17:00:08(('SUCCESS: Page', '"Bug 48464 - Datastore Cluster cannot be defined in Set-VBRViReplicaJob and Find-VBRViDatastore" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1192/1380')
2017-09-01_17:00:09(('SUCCESS: Page', '"Bug 42373 - vCloud Backup jobs are not shown in GUI in Windows FLR list" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1193/1380')
2017-09-01_17:00:10(('SUCCESS: Page', '"Bug 96931 - Restored table goes to the PRIMARY filegroup even if custom FG is chosen" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1194/1380')
2017-09-01_17:00:11(('SUCCESS: Page', '"Bug 70318 - Point in time restore is not available for DB til next image level backup if it never was backed up before" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1195/1380')
2017-09-01_17:00:13(('SUCCESS: Page', '"Bug 60731 - If Exchange Writer fails at Backup Complete, Veeam can\'t truncate Exchange logs and does not give any warnings" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1196/1380')
2017-09-01_17:00:14(('SUCCESS: Page', '"Bug 41939 - Use FlexClone license for File Level restore operation from SnapVault 7-mode" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1197/1380')
2017-09-01_17:00:15(('SUCCESS: Page', '"Bugs fixed by v7 R2" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1198/1380')
2017-09-01_17:00:16(('SUCCESS: Page', '"Bug 39873 - Performance degradation when network traffic encryption is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1199/1380')
2017-09-01_17:00:17(('SUCCESS: Page', '"Bug 109160 - "Certificate private key is not accessible" after importing PFX through Veeam" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1200/1380')
2017-09-01_17:00:17(('SUCCESS: Page', '"Bug 103332 - FileToTape job fails with error \'Value does not fall within the expected range\'" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1201/1380')
2017-09-01_17:00:19(('SUCCESS: Page', '"Bug 67479 - If SVM root volume protection is configured on NetApp restore from storage snapshots will fail for NFS datastores" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1202/1380')
2017-09-01_17:00:20(('SUCCESS: Page', '"Bug 71505 - If tenant will reset amount of backed up VMs during post grace period they will get error like "Your license limit has been exceeded by -9 VMs for more than 60 days"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1203/1380')
2017-09-01_17:00:21(('SUCCESS: Page', '"Bug 110776 - File from tape restore fails with The filename or extension is too long" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1204/1380')
2017-09-01_17:00:25(('SUCCESS: Page', '"Bug 92628 - Tape job fails on tape exchange with \'Maximum allowed number of skipped blocks has been exceeded\'" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1205/1380')
2017-09-01_17:00:26(('SUCCESS: Page', '"Bug 48551 - Permissions are not set on mounted disks/partitions" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1206/1380')
2017-09-01_17:00:26(('SUCCESS: Page', '"Bug 59046 - 3PAR Snapshot will not be deleted if the storage is overloaded, no warning is shown" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1207/1380')
2017-09-01_17:00:28(('SUCCESS: Page', '"Bug 75100 - vCD restore fails with errors of type "Value cannot be null. Parameter name: key"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1208/1380')
2017-09-01_17:00:29(('SUCCESS: Page', '"Bug 77769 - Backup copy with per-VM merge fails with deadlock" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1209/1380')
2017-09-01_17:00:29(('SUCCESS: Page', '"Bug 74812 - VEOR throws unexpected packet type SSH MSG USERAUTH BANNER" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1210/1380')
2017-09-01_17:00:31(('SUCCESS: Page', '"Bug 78215 - Failback to the specified location may fail if replica job has network mapping enabled in many to one way" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1211/1380')
2017-09-01_17:00:35(('SUCCESS: Page', '"Bug 94919 - "Initializing storage" takes large amount of time for CIFS repository" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1212/1380')
2017-09-01_17:00:36(('SUCCESS: Page', '"Bug 110001 - Incorrect count of used vms for per-vm license with replication jobs" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1213/1380')
2017-09-01_17:00:37(('SUCCESS: Page', '"Bug 50222 - Import tape media into a very large library fails with "no free slots found"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1214/1380')
2017-09-01_17:00:39(('SUCCESS: Page', '"Bug 85135 - Repair fails with "Failed to repair VM in backup. Unknown algorithm \'TransformForeverIncremental\' (System.Exception)"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1215/1380')
2017-09-01_17:00:40(('SUCCESS: Page', '"Bug 39459 - Rescan fails with an error Object reference not set to an instance of an object. (System.NullReferenceException)" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1216/1380')
2017-09-01_17:00:41(('SUCCESS: Page', '"Bug 98363 - Cannot find all required backup chain files during tape restore" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1217/1380')
2017-09-01_17:00:42(('SUCCESS: Page', '"Bug 42832 - No warnings or errors are logged in the GUI when SQL log truncation fails due to insuffiecient permissions" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1218/1380')
2017-09-01_17:00:43(('SUCCESS: Page', '"Bug 103908 - Failed to load XML document" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1219/1380')
2017-09-01_17:00:44(('SUCCESS: Page', '"Bug 49669 - If there multiple datacenters, vCenters under and storage clusters in vSphere QM could fail due to wrong datacenter ref passed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1220/1380')
2017-09-01_17:00:45(('SUCCESS: Page', '"Bug 73642 - Incremental backups fail for shared VHDX connected to different scsi ports on different vms" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1221/1380')
2017-09-01_17:00:46(('SUCCESS: Page', '"Bug 96833 - HV2016 CBT warning" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1222/1380')
2017-09-01_17:00:47(('SUCCESS: Page', '"Bug 50718 - Veeam ONE shows that tape server is unavailable, nullreference exception in WmiServer.BackupSrv.log" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1223/1380')
2017-09-01_17:00:49(('SUCCESS: Page', '"Bug 90181 - Backup job processing SQL VMs may fail with error "Attribute \'ServerName\' was not found" after upgrade" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1224/1380')
2017-09-01_17:00:50(('SUCCESS: Page', '"Bug 77849 - Tape job might hang infinitely if paralleling is enabled in media pool settings" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1225/1380')
2017-09-01_17:00:51(('SUCCESS: Page', '"Bug 90291 - Slow expand Novell NSS" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1226/1380')
2017-09-01_17:00:53(('SUCCESS: Page', '"Bug 91689 - Reversed Incremental Backup Job with a large number of RPs hangs on Building oib-files matching" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1227/1380')
2017-09-01_17:00:54(('SUCCESS: Page', '"Bug 96791 - Backup copy to cloud fails on incremental run with: an entry with the same key has already been added (part 2)" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1228/1380')
2017-09-01_17:00:55(('SUCCESS: Page', '"Bug 102076 - Add-VBRViBackupJob doesn\'t set TargetType correctly for SnapshotOnly jobs" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1229/1380')
2017-09-01_17:00:56(('SUCCESS: Page', '"Bug 68038 - When AAIP is disabled and Indexing is enabled we will still try to collect Oracle info from guest" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1230/1380')
2017-09-01_17:00:56(('SUCCESS: Page', '"Bug 41545 - Request to add a security scope fails with error "Procedure or function \'usp.SecurityScope.AddScope\' expects parameter \'@hierarchy root instance name\', which was not supplied"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1231/1380')
2017-09-01_17:00:57(('SUCCESS: Page', '"Bug 97646 - Restore dialog in GUI shows incorrect Last Restore Point time" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1232/1380')
2017-09-01_17:00:58(('SUCCESS: Page', '"Bug 96400 - NFS volumes are not shown in GUI after rescan of NetApp storage" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1233/1380')
2017-09-01_17:00:59(('SUCCESS: Page', '"Bug 41478 - Indexing takes very long time on Windows Server 2012/2012R2 on volumes where native deduplication is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1234/1380')
2017-09-01_17:01:00(('SUCCESS: Page', '"Bug 92303 - Tape library not found pop-up while opening media pool properties after removing tape library from console" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1235/1380')
2017-09-01_17:01:01(('SUCCESS: Page', '"Bug 91016 - BoSS job fails with "Mount resource for NFS datastore not found"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1236/1380')
2017-09-01_17:01:02(('SUCCESS: Page', '"Bug 44756 - Items couldn\'t be recovered with "Error: You must fill out all required properties before checking in this document"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1237/1380')
2017-09-01_17:01:03(('SUCCESS: Page', '"Bug 39654 - Backup job fails with error message: cannot resize block data is encrypted" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1238/1380')
2017-09-01_17:01:03(('SUCCESS: Page', '"Bug 83094 - add the possibility to change Installer port on a target SQL/Oracle server" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1239/1380')
2017-09-01_17:01:04(('SUCCESS: Page', '"Bug 53824 - Planned faiover fails with "Incremental replication pass failed. Another job process already in progress"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1240/1380')
2017-09-01_17:01:05(('SUCCESS: Page', '"Bug 40408 - Password recovery fail with "Cannot find public key with such key ID"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1241/1380')
2017-09-01_17:01:07(('SUCCESS: Page', '"Bug 69062 - Tape GFS job ignores full backup if it is latest available point" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1242/1380')
2017-09-01_17:01:07(('SUCCESS: Page', '"Bug 96076 - Could not execute JDBC batch update - Violation of UNIQUE KEY constraint \'uk vapp vm vapp id name\' due to the imported VM\'s format has been changed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1243/1380')
2017-09-01_17:01:08(('SUCCESS: Page', '"Bug 40777 - HotAdd is not working for VMCopy job, NBD transport mode is always used" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1244/1380')
2017-09-01_17:01:09(('SUCCESS: Page', '"Bug 43868 - Windows pre-freeze/post-thow guest scripts run under authority\\system instead of user set for guest processing" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1245/1380')
2017-09-01_17:01:10(('SUCCESS: Page', '"Bug 39842 - Tape inventory fails with "Unknown MTF writer" or "Unknown MTF media format" in case of standalone drives" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1246/1380')
2017-09-01_17:01:11(('SUCCESS: Page', '"Bug 47180 - Backup Copy doesn\'t compile GFS in February if next year is leap one" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1247/1380')
2017-09-01_17:01:12(('SUCCESS: Page', '"Bug 39544 - Standalone tape drive, Tape job with "Eject media once the job finishes" option enabled will fail with "Object reference not set to an instance of an object"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1248/1380')
2017-09-01_17:01:16(('SUCCESS: Page', '"Bug 63717 - Some huge VMs are not shown in the storage snapshots (iSCSI only)" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1249/1380')
2017-09-01_17:01:17(('SUCCESS: Page', '"Bug 97702 - Veeam initiates full replica run if replica discovery on target is failing" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1250/1380')
2017-09-01_17:01:18(('SUCCESS: Page', '"Bug 79803 - We start VeeamAgent when we do not really need it" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1251/1380')
2017-09-01_17:01:19(('SUCCESS: Page', '"Bug 68796 - The merge of backup copy with GFS-retention enabled can be failed with the following error message: "Error currentGroup is null. Point is Point \'ID of the point\' is empty"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1252/1380')
2017-09-01_17:01:20(('SUCCESS: Page', '"Bug 40528 - Typo in Enterprise Manager Standard edition (Standart shown)" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1253/1380')
2017-09-01_17:01:20(('SUCCESS: Page', '"Bug 40032 - Guest VSS operations will hang if Oracle database is in suspended state" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1254/1380')
2017-09-01_17:01:21(('SUCCESS: Page', '"Bug 80501 - Parallel export fails for the second and next tapes if library has more than 2 IE slots" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1255/1380')
2017-09-01_17:01:22(('SUCCESS: Page', '"Bug 73074 - Backup Copy jobs are slower than in v8 if Parallel Processing is disabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1256/1380')
2017-09-01_17:01:23(('SUCCESS: Page', '"Bug 43708 - VMs are not shown in the SnapMirror/SnapVault storage snapshots - cannot find snapshot" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1257/1380')
2017-09-01_17:01:25(('SUCCESS: Page', '"Bug 47680 - Unnecessary VBM generation when Deleted VM retention is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1258/1380')
2017-09-01_17:01:25(('SUCCESS: Page', '"Bug 45311 - SQL logs backup job tests all managed servers and picks random server for log shipping/backup" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1259/1380')
2017-09-01_17:01:26(('SUCCESS: Page', '"Bug 67831 - No jobs start with "Failed to create process Veeam.Backup.Manager.exe (ERROR BAD EXE FORMAT)"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1260/1380')
2017-09-01_17:01:27(('SUCCESS: Page', '"Bugs fixed bys 9.0.0.1491" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1261/1380')
2017-09-01_17:01:28(('SUCCESS: Page', '"Bug 55999 - SCVMM expand in hierarchy window is slow" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1262/1380')
2017-09-01_17:01:28(('SUCCESS: Page', '"Bug 75113 - No archive logs available for restore" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1263/1380')
2017-09-01_17:01:29(('SUCCESS: Page', '"Bug 74839 - Add support for ASM without asmlib" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1264/1380')
2017-09-01_17:01:30(('SUCCESS: Page', '"Bug 40785 - Proxy rescan and backup jobs using san mode fail with "Disk \'GUID\' not found"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1265/1380')
2017-09-01_17:01:31(('SUCCESS: Page', '"Bug 31475 - Backup Copy job to rotated drive fails with "The given key was not present in the dictionary in CRotatedDriveManager.Impl.SetBackupStoragesAway"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1266/1380')
2017-09-01_17:01:34(('SUCCESS: Page', '"Bug 50422 - Backup job hangs on indexing of one of the VMs" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1267/1380')
2017-09-01_17:01:35(('SUCCESS: Page', '"Bug 48248 - FLR appliance wont\' start if you backed VM has got outdated entries int he vmx" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '1268/1380')
